nome_politica;tipo_politica;ano;grande_area;area;subareas;orgaos;publico_alvo;publico_alvo_categ;publico_alvo_legislacao;medida_provisoria;medida_provisoria_inicio_vigencia;instrumento_legal;legislacao;vigencia_inicio;vigencia_fim;objetivos;observacoes;acao_orcamentaria_assoc
Programa de Valorização do Profissional da Atenção Básica (PROVAB);Programa governamental;2011;Social;Saúde;"Saúde;;;;";"Ministério da Saúde; Ministério da Educação";Estudantes e Professores;Administração pública e servidores públicos;redes públicas de educação básica;Não se aplica;Não se aplica;Portaria;2087/2011;2 de setembro de 2011;Não encontrado;Art. 1º Fica instituído o Programa de Valorização do Pro-fissional da Atenção Básica, com o objetivo de estimular e valorizar o profissional de saúde que atue em equipes multiprofissionais no âmbito da Atenção Básica e da Estratégia de Saúde da Família. ;#N/A;Ação 214U - PO 000B
Programa Digitaliza Brasil;Programa governamental;2021;Desenvolvimento Econômico;Ciência e Tecnologia;"Ciência e Tecnologia;;;;";Ministério das Comunicações;Trabalhadores Rurais;Cadeias produtivas de setores econômicas incentivados e/ou regulados;Territórios selecionados para o programa;Não se aplica;Não se aplica;Portaria;2524/2021;04 de maio de 2021;Não encontrado;"Art. 1º Fica instituído, no âmbito do Ministério das Comunicações, o Programa Digitaliza Brasil, que tem por finalidade alcançar os seguintes objetivos, dentre outros:
I - concluir o processo de digitalização dos sinais da televisão analógica terrestre até 31 de dezembro de 2023, data final para desligamento dos sinais analógicos no Brasil;
II - ampliar o acesso ao serviço de televisão digital terrestre nas localidades onde ainda não houve o desligamento dos sinais analógicos de televisão, possibilitando a transmissão digital em alta definição (HDTV) e em definição padrão (SDTV), com recursos de interatividade;
III - instalar equipamentos para a digitalização dos sinais analógicos das estações retransmissoras de televisão nos municípios que possuem acesso ao sinal analógico e que ainda não dispõem de nenhum sinal de televisão digital terrestre;
IV - distribuir conversores de televisão digital terrestre a famílias integrantes do Cadastro Único, inclusive as beneficiárias do Programa Bolsa Família, que atendem aos critérios estabelecidos no art. 4º, inciso II, do Decreto nº 6.135, de 26 de junho de 2007, por meio da utilização do saldo de recursos remanescente proveniente da licitação de que trata o Edital n° 2/2014-SOR/SPR/CD-ANATEL, conforme disposições do art. 1º, inciso I, da Portaria MCTIC nº 6.370, de 19 de novembro de 2019, nos municípios com sinais exclusivamente analógicos cujas prefeituras sejam qualificadas, conforme procedimento previsto na Seção V do Capítulo II; e
V - simplificar o processo de consignação de canais digitais às entidades que prestam o serviço de retransmissão de televisão em tecnologia analógica, garantindo a continuidade da prestação do serviço em tecnologia digital.";#N/A;#N/A
Programa do Artesanato Brasileiro ;Programa governamental;2018;Social;Cultura;"Cultura;;;;";Ministério do Desenvolvimento, Indústria e Comércio Exterior;Gestantes, pu�rperas e rec�m-nascidos;Artistas, Artesãos e Patrimônio histórico e cultural brasileiro;"Art. 1º § 1º O Programa ora instituído deve ser executado de forma articulada pelo Ministério da Saúde e pelas Secretarias de Saúde dos estados, Distrito Federal e municípios e tem por objetivo o desenvolvimento de ações de triagem neonatal em fase pré-sintomática, acompanhamento e tratamento das doenças congênitas detectadas inseridas no Programa em todos os nascidos-vivos, promovendo o acesso, o incremento da qualidade e da capacidade instalada dos laboratórios especializados e serviços de atendimento, bem como organizar e regular o conjunto destas ações de saúde; § 2º O Programa Nacional de Triagem Neonatal se ocupará da triagem com detecção dos casos suspeitos, confirmação diagnóstica, acompanhamento e tratamento dos casos identificados nas seguintes doenças congênitas, de acordo com a respectiva Fase de Implantação do Programa: a - Fenilcetonúria; b - Hipotireoidismo Congênito; c - Doenças Falciformes e outras Hemoglobinopatias; d - Fibrose Cística. ";Não se aplica;Não se aplica;Portaria;1007/2018;01 de agosto de 2018;Não encontrado;Art.4º O Programa do Artesanato Brasileiro, integrante da programação do Ministério da Indústria, Comércio Exterior e Serviços (MDIC), e gerenciado pela Secretaria Especial da Micro e Pequena Empresa, tem o objetivo de promover o desenvolvimento integrado do Setor artesanal e a valorização do artesão, elevando o seu nível cultural, profissional, social e econômico.;#N/A;Programa com ação orçamentária associada
Programa Horizontes;Programa governamental;2020;Social;Direitos Humanos;"Direitos da Cidadania;Trabalho;;;";Ministério da Mulher, da Família e dos Direitos Humanos;Cadeias produtivas de setores econ�micas incentivados e/ou regulados;Jovens de 12 a 24 anos;Sem especificação;Não se aplica;Não se aplica;Portaria;2558/2020;7 de outubro de 2020;Não encontrado;"Art. 2º O Programa Horizontes tem por objetivos: I - fomentar e desenvolver o empreendedorismo e a inovação entre jovens; II - aumentar a qualificação dos jovens para a criação e manutenção dos seus próprios negócios; III - criar novas oportunidades de emprego e geração de renda; IV - capacitar jovens para possibilitar sua integração nas redes econômicas por meio do nano e microempreendedorismo, desenvolvimento de habilidades interpessoais e orientação vocacional; e
V - aperfeiçoar negócios já existentes por meio de orientação especializada.";#N/A;NA
Programa Meio Ambiente Integrado e Seguro (Programa Brasil MAIS);Programa governamental;2020;Social;Justiça e Segurança Pública;"Segurança Pública;;;;";Ministério da Justiça e Segurança Pública;Popula��o em geral;População em geral;Sem especificação;Não se aplica;Não se aplica;Portaria;535/2020;28 de setembro de 2020;Não encontrado;"Art. 2º São objevos do Programa Brasil MAIS:
I - promover a aplicação de geotecnologia em apoio às funções de segurança pública, polícia judiciária, administrativa e demais avidades de Estado permanentes;
II - sistematizar e acompanhar seus indicadores, em alinhamento com os utilizados no âmbito do SUSP;
III - padronizar processos, procedimentos, ações, técnicas e metodologias;
IV - promover a formação, capacitação, instrução, pesquisa e desenvolvimento de técnicas
e tecnologias aplicadas ao Programa;
V - promover a disponibilização e integração de plataformas e ferramentas tecnológicas de
apoio ao Programa; e
VI - produzir informação, conhecimento e estascas relacionadas às avidades
desenvolvidas.";#N/A;NA
Programa Melhor em Casa;Programa governamental;2016;Social;Saúde;"Saúde;;;;";Ministério da Saúde;Popula��o em situa��o de vulnerabilidade social;Pessoas afetadas por doenças;"Art. 5º O Programa ""LUZ PARA TODOS"" observará as seguintes prioridades:
I - projetos em Municípios com índice de atendimento inferior a oitenta e cinco por cento, segundo dados do Censo 2000;
II - projetos de eletrificação rural que beneficiem populações atingidas por barragens, cuja responsabilidade não esteja definida para o executor do empreendimento;
III - projetos de eletrificação rural que enfoquem o uso produtivo da energia elétrica e que fomentem o desenvolvimento local integrado;
IV - projetos de eletrificação rural em escolas públicas, postos de saúde e poços de abastecimento d'água;
V - projetos de eletrificação rural que visem atender assentamentos rurais; e
VI - projetos de eletrificação para o desenvolvimento da agricultura familiar.";Não se aplica;Não se aplica;Portaria;825/2016;25 de abril de 2016;Não encontrado;#N/A;https://www.in.gov.br/materia/-/asset_publis+P499+O499+N499+M499;#N/A
Programa Moradia Digna;Programa governamental;2020;Social;Assistência Social;"Habitação;;;;";Ministério do Desenvolvimento Regional;Popula��es fronteiri�as e de territ�rios economicamente deprimidos;População em geral;"§ 2º  São prioridades para o atendimento:

I - as famílias de baixa renda inscritas no Cadastro Único para Programas Sociais do Governo Federal;

II - as famílias beneficiárias de programas de governo federal, estadual ou municipal que tenham por objeto o desenvolvimento social e econômico;

III - os assentamentos rurais, as comunidades indígenas, os territórios quilombolas e as demais comunidades localizadas em reservas extrativistas ou impactadas diretamente por empreendimentos de geração ou de transmissão de energia elétrica cuja responsabilidade não seja do próprio concessionário;

IV - as escolas, os postos de saúde e os poços de água comunitários; e

V - as famílias residentes em unidades de conservação.";Não se aplica;Não se aplica;Portaria;3248/2020;29 de dezembro de 2020;Não encontrado;Promover melhorias em unidades habitacionais que garantam salubridade, segurança, padrões mínimos de edificação e habitabilidade definidos pelas posturas municipais e adequação do tamanho da moradia ao número de integrantes da família ou, ainda, à adaptação da unidade habitacional para acessibilidade, à instalação de equipamentos de aquecimento solar, eficiência energética ou redução do consumo de água.;https://www.gov.br/mdr/pt-br/acesso-a-informacao/legislacao/secretaria-nacional-de-habitacao/Manual8875_vs02.pdfNão constitui um programa nacional ou uma política pública em si. Está mais para um instrumento de execução dos subsídios concedidos;NA
Programa Município Amigo da Família (PMAF);Programa governamental;2020;Social;Direitos Humanos;"Direitos da Cidadania;;;;";Ministério da Mulher, da Família e dos Direitos Humanos;Popula��o em geral;População em situação de vulnerabilidade social;População em geral ;Não se aplica;Não se aplica;Portaria;1756/2020;23 de junho de 2020;Não encontrado;"Art. 3º São objetivos do PMAF:
I - o fomento a políticas públicas familiares, programas, ações, serviços e benefícios, visando o fortalecimento de vínculos conjugais e intergeracionais, além da promoção a ações de fomento ao suporte social das famílias do município;
II - o fortalecimento das instâncias municipais de implementação de políticas públicas familiares e da coordenação entre os diferentes entes da federação; e
III - a promoção da articulação governamental para a integração das políticas públicas familiares.";#N/A;NA
Programa Nacional de Agricultura Urbana e Periurbana;Programa governamental;2018;Desenvolvimento Econômico;Agropecuária e Agrária;"Agricultura;;;;";Ministério do Desenvolvimento Social e Combate à Fome;Popula��o em geral;Trabalhadores Rurais;População em geral ;Não se aplica;Não se aplica;Portaria;467/2018;07 de fevereiro de 2018;Não encontrado;"Art. 2º O Plano é constituído por um conjunto de iniciativas
que visam:
I - potencializar as ações de segurança alimentar e
nutricional;
II - contribuir para a inclusão social de moradores urbanos, em
especial das mulheres;
III - promover a utilização de tecnologias agroecológicas;
IV - promover a educação ambiental;
V - estimular o reaproveitamento e reciclagem de resíduos
o rg â n i c o s ;
VI - estimular o convívio social e as atividades culturais
relacionados com a produção agrícola;
VII - assegurar a capacitação técnica e de gestão aos
agricultores urbanos;
VIII - estimular hábitos saudáveis de alimentação;
IX - estimular hábitos sustentáveis; e
X - implantar a produção com fins pedagógicos em instituições
de ensino, instituições de saúde, instituições religiosas, estabelecimentos
penais e de internação socioeducativa dentre outras instituições e
associações";#N/A;#N/A
Programa Nacional de Apoio à Formação de Médicos Especialistas em Áreas Estratégicas (Pró-Residência);Programa governamental;2009;Social;Saúde;"Saúde;;;;";"Ministério da Saúde; Ministério da Educação";Popula��o em geral;Estudantes e Professores;Sem especificação;Não se aplica;Não se aplica;Portaria;1001/2009;22 de outubro de 2009;Não encontrado;Art. 1º Instituir o Programa Nacional de Apoio à Formação de Médicos Especialistas em Áreas Estratégicas - PRÓ-RESIDÊNCIA - que tem como objetivo favorecer a formação de especialistas na modalidade residência médica em especialidades e regiões prioritárias, definidas, em edital próprio, observadas as demandas locais e regionais apresentadas pelos gestores do SUS;#N/A;Ação 20YD (2013 em diante)
